sentence,class
A rare animal that cries like a man was found in Arabian peninsula. They used to believe that the cry was of the dead souls from the graves until they found it crying. ,1
Most time zone abbreviations as well as a large number of place names are recognized.,0
Two suspected of raping woman in N.Y. playground give themselves up ,0
Drummer Brandon Barnes did not come into the picture until 2001 along with the band name Rise Against.,0
"You can't run through a camp site. You can only ran, because it's past tents.",1
Myanmar presidential vote to start on March 17 as transition talks drag on:  ,0
"It's OK, funds.

I'm insufficient too.",1
I like my men like I like my coffee: sealed in airtight container at the back of a dark cupboard,1
"me: how bad is it 

dr: nothing that can’t be fixed with some mild dietary restrictions and moderate exercise 

[later]

wife: what did the doctor say

me: linda....i’m dying",1
"interviewer: there's a two year gap in your resume that just says ""tore up""?
me: ah yes, from the floor up",1
"My Dad got a new pair of pants. When I asked him how they fit, he said, ""like a cheap castle"". When I looked confused he said, ""no ballroom""",1
What do you call a man with a map on his head? Miles.,1
"I can't believe how dangerous the world is. Just yesterday, I went into a McDonalds toilets and mugged someone.",1
Confident Trump says could 'shoot people' and not lose voters ,0
Mystery solved see you in jail you sick fuck,1
"""if you don't want gay people to be hated, maybe don't remind people that they exist""",1
Why don't cannibals like clowns? Cos they taste funny.,1
I'll sleep when I'm Dad.,1
"friend: what are you smiling about
my brain: lol pinnie the whooh
me: nothin",1
Red phosphorus may be formed by heating white phosphorus to 250 C or by exposing white phosphorus to sunlight.,0
Let's grow old together. You go first.,1
What's the difference between Santa Claus and a jew? Santa goes down the chimney,1
Will glass coffins be a success? Remains to be seen.,1
"You, me, no power and a thunderstorm.",1
U.S.-backed fighters capture Islamic State-held town in northeast Syria: monitor ,0
Birth control pills should be for men. It makes much more sense to unload a gun than to shoot at a bulletproof vest.,1
"At the bank, I told the cashier, ""I'd like to open a joint account please."" 
Cashier: ""OK, with whom?"" 
Me: ""Whoever has lots of money.""",1
Why does Snoop Dogg always carry an umbrella? Fo' drizzle.,1
Here's what you need to know about Apple vs. FBI:  ,0
See List of operas by Piccinni.,0
White House dropped $10 million claim in Iran prisoner deal  ,0
"On that case , an opponent must accuse him and the piece that did not capture must go to jail.",0
Open Not Your Door When The Devil Knocks,0
How do you blindfold an Asian woman? Put a windshield in front of her.,1
"Meanwhile , Evanescence signed on with their first major label , Wind-up Records , and began work on their first album , Fallen.",0
Happy anniversary to everyone trapped for another year in this dimension when their space/time travel portal was accidentally closed by their mom back home when she tripped a breaker running the microwave and the dishwasher at the same time.,1
Saudi Arabia's deafening silence over the lifted Iran sanctions.  ,0
Why do blind people walk their dogs so much?,1
Got the missus a new bag and a new belt for Valentines Day. She'll be made up! The hoovers as good as new now.,1
He Lives Long That Lives Well,0
His great grandfather played at Wimbledon.,0
"me: I have simple, small dreams. to have a dog and a garden. to have my books and time to read them. perhaps the occasional vacation. maybe even healthcare. 

the economy:",1
Life Is Not A Bed Of Roses,0
Ever wondered how you play ping pong in space? UK astronaut Tim Peake will show you:  ,0
Its French name is cafetiÃ¨re Ã  piston.,0
Kids who weren’t vaccinated are so immature because they never grow up,1
The salmonella/romaine outbreak of 2018 was so scary that I haven’t eaten lettuce since 2006,1
"""DADDY THERE'S A MONSTER UNDER MY BED""
[me opening bedroom window]
Wife: What are you doing?
Me: *climbing out* ARE YOU COMING OR NOT?",1
London-based Peter Owen Publishers have been long-serving advocates of Kavan 's work and continue to keep her work in print.,0
lAre you thinking what I'm thinking that I think that you're thinking I'm thinking because if you think that I think we've got a problem.,1
Families return to Damascus suburb under local ceasefire: monitor ,0
At Judgment Day 2006 Long fired Melina and Johnny Nitro from SmackDown !.,0
"I haven't slept for three days, Because that would be too long.",1
Every Dog Is Valiant At His Own Door,0
"I didn’t want to walk 5 blocks, so I took a bus. But then I was embarrassed that I took a bus to go 5 blocks, so when we got to my stop I shouted “Oh no!” and jumped off, like something horrible happened and my plans to continue riding had been forced to change.",1
The city is first documented in 1246.,0
See WikiProject Geographical coordinates for further information.,0
"Paddy on a 1st Aid Course Instructor asks: ""What do you do if your child swallowed the front door key?"". Paddy: ""Climb through the window!"".",1
The migration from water wheels to modern turbines took about one hundred years.,0
"REGULAR PERSON WATCHES A MOVIE: cool that was pretty entertaining

FILM CRITIC WATCHES A MOVIE: that wasn't as deep as the pit at the core of my existence, 0/4",1
One of my emotional breakdowns finally paid off ,1
Volkswagen faces shareholder claims over emissions scandal ,0
"I was working in a library and this bloke came up to me and said ""Do you have a bookmark?"" I said ""Yes, we have hundreds, but my name's Dave""",1
"`` Book Two : The Education of a Personage '' - After the war , Amory Blaine falls in love with a New York debutante named Rosalind Connage . Because he is poor , however , this relationship collapses as well ; Rosalind decides to marry a wealthy man instead.",0
"Women are meant to be loved, not understood.",1
PM CAMERON SAYS DRAFT EU RENEGOTIATION DOCUMENT SHOWS REAL PROGRESS IN ALL FOUR AREAS WHERE UK NEEDS CHANGE BUT THERE'S MORE WORK TO DO,0
"On 16 May 2007 , Alex Salmond became First Minister , heading the SNP administration.",0
Expert asks U.N. to notify Kim Jong Un he may be investigated for crimes against humanity:  ,0
"In the early days of the colony of New South Wales , the southern part of the Lachlan was known as Fish River.",0
How do you know Justin Bieber is Canadian? Only a Canadian could get a #1 on Billboard with a song called Sorry.,1
"GETTING MARRIED
• expensive & boring
• you might get divorced

BEFRIENDING FOREST CREATURES
• affordable & exciting
• you have a lifelong bond
• the animals will help you clean the house",1
I was just awarded a trophy for laziness. All I need now is for someone to accept it on my behalf.,1
why can celebrities wear any dumb shit they want and it’s “fashion” but I do it and I’m “ruining my sisters wedding” by “wearing an assless Cookie Monster costume”,1
"There's a lot of fish in the sea. Might as well catch a few, gut them, and throw them back in.",1
The collection includes local textile work as well as religious artifacts.,0
